,ImageId,CategoryName,CategoryId,Fold
3769,010__2 Dollars_australia_centercropped.jpg,"2 Dollars,Australian dollar,australia",8,0
3770,035__2 Dollars_australia_centercropped.jpg,"2 Dollars,Australian dollar,australia",8,0
3771,002__2 Dollars_australia_centercropped.jpg,"2 Dollars,Australian dollar,australia",8,0
3772,010__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia",8,0
3773,031__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia",8,0
3774,008__2 Dollars_australia_centercropped.jpg,"2 Dollars,Australian dollar,australia",8,0
3775,019__2 Dollars_australia_centercropped.jpg,"2 Dollars,Australian dollar,australia",8,0
3776,019__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3777,059__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3778,005__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3779,046__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3780,038__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3781,036__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3782,008__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3783,050__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3784,021__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3785,004__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3786,029__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3787,028__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3788,028__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3789,050__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3790,047__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3791,019__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3792,047__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3793,057__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3794,022__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3795,015__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3796,017__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3797,001__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3798,021__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3799,033__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3800,044__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3801,025__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3802,007__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3803,052__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3804,024__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3805,005__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3806,029__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3807,037__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3808,038__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3809,026__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3810,041__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3811,013__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3812,012__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3813,003__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3814,044__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3815,018__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3816,006__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3817,012__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3818,022__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3819,035__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3820,053__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3821,017__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3822,056__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3823,052__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3824,054__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3825,056__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3826,041__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3827,040__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3828,042__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3829,032__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3830,058__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3831,060__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3832,051__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3833,025__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3834,039__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3835,011__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3836,040__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3837,008__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3838,043__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3839,060__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3840,027__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3841,014__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3842,007__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3843,023__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3844,014__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3845,057__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3846,051__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3847,036__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3848,004__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3849,033__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3850,006__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3851,043__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3852,020__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3853,018__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3854,030__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3855,020__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3856,042__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3857,003__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3858,046__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3859,001__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3860,030__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3861,035__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3862,024__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3863,039__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3864,026__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3865,053__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3866,031__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3867,058__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3868,031__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3869,054__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3870,055__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3871,055__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3872,013__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3873,032__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3874,023__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3875,027__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3876,059__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3877,011__1 Dollar_canada_centercropped.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3878,015__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3879,037__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada",27,0
3880,005__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3881,034__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3882,020__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3883,013__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3884,016__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3885,026__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3886,026__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3887,021__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3888,006__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3889,016__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3890,003__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3891,008__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3892,005__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3893,014__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3894,012__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3895,001__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3896,014__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3897,025__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3898,002__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3899,006__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3900,020__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3901,010__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3902,008__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3903,011__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3904,004__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3905,018__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3906,018__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3907,028__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3908,032__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3909,011__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3910,013__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3911,034__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3912,009__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3913,002__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3914,013__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3915,004__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3916,030__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3917,031__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3918,012__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3919,009__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3920,008__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3921,025__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3922,021__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3923,020__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3924,010__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3925,032__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3926,018__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3927,003__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3928,004__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3929,001__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3930,032__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3931,011__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3932,028__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3933,021__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3934,016__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3935,006__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3936,003__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3937,012__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3938,023__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3939,010__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3940,031__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3941,026__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3942,014__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3943,023__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3944,031__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3945,007__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3946,034__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3947,023__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3948,001__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3949,030__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3950,025__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3951,007__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3952,009__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3953,030__5 Won_south_korea_centercropped_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3954,002__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3955,005__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3956,028__5 Won_south_korea.jpg,"5 Won,Korean Won,south_korea",100,0
3957,007__5 Won_south_korea_centercropped.jpg,"5 Won,Korean Won,south_korea",100,0
3958,021__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3959,010__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3960,001__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3961,022__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3962,014__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3963,027__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3964,016__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3965,006__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3966,030__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3967,002__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3968,027__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3969,013__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3970,017__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3971,002__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3972,018__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3973,032__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3974,019__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3975,021__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3976,033__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3977,025__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3978,025__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3979,005__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3980,035__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3981,008__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3982,035__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3983,011__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3984,007__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3985,036__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3986,009__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3987,033__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3988,031__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3989,005__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3990,011__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3991,001__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3992,031__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3993,019__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3994,013__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3995,006__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3996,015__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3997,008__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3998,017__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
3999,022__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4000,010__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4001,029__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4002,029__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4003,007__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4004,014__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4005,009__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4006,018__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4007,026__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4008,026__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4009,032__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4010,015__50 Cents_new_zealand_centercropped.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4011,016__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4012,030__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4013,036__50 Cents_new_zealand.jpg,"50 Cents,New Zealand dollar,new_zealand",121,0
4014,036__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4015,011__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4016,029__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4017,024__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4018,014__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4019,036__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4020,018__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4021,032__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4022,026__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4023,012__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4024,002__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4025,026__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4026,011__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4027,004__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4028,004__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4029,024__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4030,020__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4031,010__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4032,005__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4033,007__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4034,021__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4035,017__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4036,032__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4037,030__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4038,001__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4039,014__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4040,002__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4041,034__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4042,028__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4043,009__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4044,003__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4045,020__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4046,017__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4047,018__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4048,012__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4049,029__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4050,022__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4051,010__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4052,007__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4053,034__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4054,009__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4055,008__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4056,022__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4057,023__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4058,030__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4059,035__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4060,023__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4061,008__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4062,028__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4063,003__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4064,035__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4065,025__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4066,005__10 Rappen_switzerland_centercropped.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
4067,021__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland",179,0
